Solution Name,Remote Testing,Adaptive/IRT,Test Type,PDF Paths
OPQ Universal Competency Report 1.0,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Universal_Competency_Report_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_(TC_Version)_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Spanish_(_North_America_).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_(TC_Version)_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Universal_Competency_Report_Arabic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_(TC_Version)_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_UNIVERSAL_COMPETENCY_REPORT_VIT.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32UniversalCompetencyReport_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_(TC_Version)_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32UniversalCompetencyReport_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_(TC_Version)_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_(TC_Version)_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_(TC_Version)_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Universal_Competency_Report_Latvian.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32UniversalCompetencyReport_Norwegain.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Slovakian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_OPQ32UniversalCompetencyReport_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Icelandic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Portuguese_(Brazil).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Universal_Competency_Report_Thai.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate1_OPQ32UniversalCompetencyReport_MAL.pdf
OPQ Universal Competency Report 2.0,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_LA_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_Universal_Competency_Report_2.0_US_English_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_Brazilian_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Universal_Competency_Report_2.0_Thai.pdf
OPQ User and Managers Report,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_and_Managers_Report_v2_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_and_Managers_Report_v2_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_and_Managers_Report_v2_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_and_Managers_Report_v2_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_and_Managers_Report_v2_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_and_Managers_Report_v2_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_and_Managers_Report_v2_Portuguese.pdf
OPQ User Report,Yes,No,P S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ32_Users_Report_Std_V2_Portuguese_(Brazil).pdf
Oracle DBA (Advanced Level) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Oracle_DBA_(Advanced_Level)_(New).pdf
Oracle DBA (Entry Level) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Oracle_DBA_(Entry_Level)_(New).pdf
Oracle PL/SQL (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Oracle_PL_SQL_(New).pdf
Oracle WebLogic Server (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Oracle_WebLogic_Server_(New).pdf
Organic Chemistry (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Organic_Chemistry_(New).pdf
Paint Technology (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Paint_Technology_(New).pdf
Pediatrics (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Pediatrics_(New).pdf
Pega Development (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Pega_Development_(New).pdf
Perl (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Perl_(New).pdf
Petrochemical Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Petrochemical_Engineering_(New).pdf
Petroleum Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Petroleum_Engineering_(New).pdf
Pharmaceutical Analysis (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Pharmaceutical_Analysis_(New).pdf
Pharmaceutical Chemistry (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Pharmaceutical_Chemistry_(New).pdf
Pharmaceutical Science (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Pharmaceutical_Science_(New).pdf
Pharmaceutics (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Pharmaceutics_(New).pdf
Pharmacology (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Pharmacology_(New).pdf
PHP (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PHP_(New).pdf
PJM Development Report,Yes,No,C A P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_+_Interview_Questions_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_Short_Form_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_PJM_Development_Report(ShortForm)_NAS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_+_Interview_Questions_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_Short_Form_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Development_Report_Italian.pdf
PJM Selection Report,Yes,No,A C P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_Short_Form_Int_Q_English_Int.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_-_Short_Form_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_+_Interview_Questions_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_+_Interview_Questions_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Candidate_PJM_Selection_Report(ShortForm)_NAS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_+_Interview_Questions_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_-_Short_Form_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_+_Interview_Questions_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_-_Short_Form_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_+_Interview_Questions_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_+_Interview_Questions_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/PJM_Selection_Report_+_Interview_Questions_Portuguese_(Brazil).pdf
Polymer Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Polymer_Engineering_(New).pdf
Power Electronics and Drives (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Power_Electronics_and_Drives_(New).pdf
Power System Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Power_System_Engineering_(New).pdf
Prism (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Prism_(New).pdf
Production and Industrial Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Production_and_Industrial_Engineering_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_Production_and_Industrial_Engineering_(New)_Sample_Report.pdf
Production Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Production_Engineering_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_Production_Engineering_(New)_Sample_Report.pdf
Programming Concepts,Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Programming_Concepts.pdf
Project Management (2013),Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/BB_Fact_Sheet_ProjectManagement.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_report_Project_management_(2013).pdf
Proofreading v1,Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Proofreading.pdf
Python (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Python_(New).pdf
R Programming (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/R_Programming_(New).pdf
ReactJS (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/ReactJS_(New).pdf
Reading Comprehension - English v1,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Reading_Comprehension_-_English.pdf
Reading Comprehension - Spanish v1,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Reading_Comprehension_-_Spanish.pdf
Reading Comprehension v2,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Reading_Comprehension_-_English.pdf
RemoteWorkQ,Yes,No,C,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_FactSheet_USE.pdf
RemoteWorkQ Manager Report,Yes,No,C,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_NAS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Report_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_ARB.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_IND.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_ITA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_ESP.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Manager_Sample_BRA.pdf
RemoteWorkQ Participant Report,Yes,No,C,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_NAS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Report_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_ARB.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_IND.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_ITA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_ESP.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RemoteWorkQ_Participant_Sample_BRA.pdf
RESTful Web Services (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/RESTful_Web_Services_(New).pdf
Retail Sales and Service Simulation,Yes,No,B K S A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Retail_Sales_and_Service_Simulation.pdf
Reviewing Forms - US (R1),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Reviewing_Forms.pdf
Ruby (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Ruby_(New).pdf
Ruby on Rails (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Ruby_on_Rails_(New).pdf
Sales & Service Phone Simulation,Yes,No,S B,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_DetailedReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_DevelopmentReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_InterviewReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Candidate_Detailed_Report_(Sales_Service_Phone_Simulation).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CCSims_Phone_Agent_-_Fact_Sheet.pdf
Sales & Service Phone Solution,Yes,No,B P S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_DetailedReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_DevelopmentReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_InterviewReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CCSims_Phone_Agent_-_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Candidate_Detailed_Report_(Sales_Service_Phone_Solution).pdf
Sales Interview Guide,Yes,No,P P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/OPQ_MQ_Sales_Report_Fact_Sheet.pdf
Sales Profiler Cards,Yes,No,P,N/A
Sales Transformation 1.0 - Individual Contributor,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_IC_UKE.pdf
Sales Transformation 2.0 - Individual Contributor,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Individual_Contributor)_2.0_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Individual_Contributor)_2.0_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Individual_Contributor)_2.0_Latin_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Individual_Contributor)_2.0_US_English_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Individual_Contributor)_2.0_US_English_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_-_Individual_Contributor_2.0_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_-_Individual_Contributor_2.0_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Individual_Contributor)_2.0_French_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Individual_Contributor)_2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Individual_Contributor)_2.0_German_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Individual_Contributor)_2.0_German.pdf
Sales Transformation Report 1.0 - Sales Manager,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_SM_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Insight_Development_Report_SM_UKE_Sample.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_SM_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SM_USE_sample.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_-_Sales_Manager_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_-_Sales_Manager_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_report(Sales_Mgr)_Dutch_Sample.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SalesTransformationRecruiterReport-SalesManager_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_report(Sales_Mgr)_French_Sample.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SalesTransformationDevelopmentReport-SalesManager_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SalesTransformationRecruiterReport-SalesManager_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SalesTransformationDevelopmentReport-SalesManager_Spanish.pdf
