Solution Name,Description,Job Levels,Languages,Assessment Length,Remote Testing,Adaptive/IRT,Test Type,Detail URL,PDF Paths
Ceramic Engineering (New),"Multi-choice test that measures the knowledge of classification of ceramic materials, production of ceramics and thermodynamics","Graduate, Mid-Professional, Professional Individual Contributor",English (USA),12,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/ceramic-engineering-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Ceramic_Engineering_(New).pdf
Chemical Engineering (New),"Multi-choice test that measures the conceptual knowledge of transport phenomena, chemical process engineering and technology, chemical process principles, stoichiometry and process calculations","Graduate, Mid-Professional, Professional Individual Contributor",English (USA),13,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/chemical-engineering-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Chemical_Engineering_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_Chemical_Engineering_(New)_Sample_Report.pdf
Cisco AppDynamics (New),"Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom dashboard, reports and monitoring","Mid-Professional, Professional Individual Contributor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/cisco-appdynamics-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Cisco_AppDynamics_(New).pdf
Civil Engineering (New),"Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources engineering","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),10,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/civil-engineering-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Civil_Engineering_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_Civil_Engineering_(New)_Sample_Report.pdf
Cloud Computing (New),"Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds","Mid-Professional, Professional Individual Contributor",English (USA),8,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/cloud-computing-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Cloud_Computing_(New).pdf
Computer Science (New),"Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication","Mid-Professional, Professional Individual Contributor",English (USA),12,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/computer-science-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Computer_Science_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_Computer_Science_(New)_Sample_Report.pdf
Contact Center Call Simulation (New),Simulation based test that measures the ability to handle customer concerns over a call by referring to standard process documents. It also measures typing and documentation skills,Entry-Level,English (USA),15,Yes,No,S,https://www.shl.com/solutions/products/product-catalog/view/contact-center-call-simulation-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Contact_Center_Call_Simulation_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SampleReport_ContactCenterCallSimulation_20302142.pdf
Conversational Multichat Simulation,"This is a simulation-based test that measures the ability to handle customer concerns over multiple chats by referring to standard process documents. It provides an open-ended chat environment that assesses the candidate’s skills in a real job setting. Candidates are scored based on whether they resolved the customer’s query, the amount of time taken, and the correct use of vocabulary and grammar in their response",N/A,English (USA),11,Yes,No,S,https://www.shl.com/solutions/products/product-catalog/view/conversational-multichat-simulation/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Conversational_Multichat_Simulation_Product_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Conversational_Multichat_Simulation_Report_US_English.pdf
Core Java (Advanced Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, files and exception handling, and advanced Java concepts like generics, collections, threads, strings and concurrency","Mid-Professional, Professional Individual Contributor",English (USA),13,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/core-java-advanced-level-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Core_Java_(Advanced_Level)_(New).pdf
Core Java (Entry Level) (New),"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generic class and inner class","Mid-Professional, Professional Individual Contributor",English (USA),13,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/core-java-entry-level-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Core_Java_(Entry_Level)_(New).pdf
Count Out The Money,The Count out the Money –US test measures a candidate’s money handling ability. This test is designed for entry-level positions where handling money is required on a regular basis,Entry-Level,"English (USA), English (Australia), English (Canada), English International, English (South Africa)",5,Yes,Yes,K S,https://www.shl.com/solutions/products/product-catalog/view/count-out-the-money/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Count_out_the_Money_-_UK.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Count_out_the_Money_-_US.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Count_out_the_Money_-_AUS.pdf
Culinary Skills (New),"Multi-choice test that measures the knowledge of cooking principles, cooking equipment, meal preparation and presentation, and kitchen safety","Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/culinary-skills-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Culinary_Skills_(New).pdf
Customer Service Phone Simulation,"As part of Contact Center Simulations, the Customer Service Phone Simulation is designed for entry-level positions in a contact center environment. Sample tasks for these jobs include: verify the customer or account; take ownership of customer issues; interact with customers to provide information; respond positively to difficult, irate, or confused customers; listen attentively to callers; resolve calls in a timely manner; navigate within multiple information menus to view customer account details and process information; and type information quickly and accurately. Potential job titles that use this solution are: Call Center Representative, Contact Center Representative, Contact Center Agent, Customer Service Agent, Customer Service Representative, and Customer Advocate.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""",Entry-Level,"French (Canada), Portuguese (Brazil), Dutch, Italian, Spanish, French, Latin American Spanish, Chinese Simplified, English (Australia), English International, English (USA)",20,Yes,No,B S,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-simulation/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CustomerServicePhoneSimulation_DetailedReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CustomerServicePhoneSimulation_DevelopmentReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CustomerServicePhoneSimulation_InterviewReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Report-_Customer_Service_Phone_Simulation-_Detailed_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Report-_Customer_Service_Phone_Simulation-_Development_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Report-_Customer_Service_Phone_Simulation-_Interview_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Customer_Service_Phone_Simulation_Fact_Sheet.pdf
Customer Service Phone Solution,"As part of Contact Center Simulations, the Customer Service Phone Solution includes a contact center simulation and two behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. The Contact Center Simulation provides an opportunity for candidates to interact with simulated customers in a contact center environment. Designed to measure a candidate’s ability to listen attentively to the customer, take ownership of customer issues, resolve issues, navigate to find information, and enter information accurately, the Contact Center Simulation is intended to measure how a candidate will respond in a variety of customer situations and assess the candidate’s computer skills in a contact center setting. The behavioral tests in this solution are intended to measure the candidate’s learning potential and the tendency to meet goals and work hard, even when faced with obstacles. Collectively, the assessments in this solution measure a wide range of important skills, abilities, and behaviors for entry-level contact center roles.""Please note that for Simplified Chinese version the audio is available in both Mandarin and Cantonese.""",Entry-Level,"French (Canada), Italian, French, Dutch, Spanish, Portuguese (Brazil), Chinese Simplified, English (Australia), Latin American Spanish, English (USA), English International",30,Yes,No,B P S,https://www.shl.com/solutions/products/product-catalog/view/customer-service-phone-solution/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CustomerServicePhoneSolution_DetailedReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CustomerServicePhoneSolution_DevelopmentReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CustomerServicePhoneSolution_InterviewReport_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Candidate_DevelopmentReport_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Customer_Service_Phone_solution_Detailed_Report_-_Sample_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Customer_Service_Phone_solution_Interview_Report_-_Sample_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/CCSims_Phone_Agent_Product_Fact_Sheet.pdf
Cyber Risk (New),"Multi-choice test that measures the knowledge of cyber risk management, system and application security, network security and security management","Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),9,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/cyber-risk-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Cyber_Risk_(New).pdf
DSI v1.1 Interpretation Report,DSI v1.1 Interpretation Report,N/A,"Portuguese (Brazil), Dutch, Finnish, French, Latin American Spanish, Norwegian, Swedish, English (USA), English International, Chinese Simplified, Chinese Traditional, Danish, German, Icelandic, Italian, Russian",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/dsi-v1-1-interpretation-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Spanish_(North_America).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Icelandic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/DSI_Interpretation_Report_v2_Portuguese_(Brazil).pdf
